Type,Status,Committee,prime_sponsor,processed_text,joined_text
Resolution,Adopted,"Committee on Cultural Affairs, Libraries and International Intergroup Relations",Amanda FarÃ­a,"['recognizing', 'february', 'mother', 'language', 'day', 'honor', 'importance', 'language', 'bangladeshis', 'everywhere', 'promote', 'acceptance', 'linguistic', 'cultural', 'diversity', 'communities']",recognizing february mother language day honor importance language bangladeshis everywhere promote acceptance linguistic cultural diversity communities
Introduction,Filed (End of Session),Committee on Technology,Eric Dinowitz,"['providing', 'estimated', 'wait', 'time', 'call', 'center', 'customers']",providing estimated wait time call center customers
Resolution,Filed (End of Session),Committee on Education,Robert F. Holden,"['repeal', 'article', 'xi', 'also', 'known', 'blaine', 'constitution']",repeal article xi also known blaine constitution
Introduction,Filed (End of Session),Committee on Immigration,Shahana K. Hanif,"['enhancing', 'idnyc', 'process']",enhancing idnyc process
Resolution,Filed (End of Session),Committee on Education,Shahana K. Hanif,"['education', 'consult', 'organizations', 'develop', 'provide', 'grade', 'levels', 'curriculum', 'focuses', 'religious', 'diversity', 'provide', 'professional', 'development', 'focused', 'religious', 'diversity', 'teachers', 'staff', 'administrators', 'ensure', 'accurate', 'classification', 'hate', 'crimes', 'annual', 'school', 'reports', 'immediate', 'notification', 'full', 'disclosure', 'parents', 'hate', 'crime', 'statistics', 'ensure', 'schools', 'take', 'actions', 'condemn', 'bullying', 'harassment', 'based', 'religious', 'clothing', 'food', 'requirements']",education consult organizations develop provide grade levels curriculum focuses religious diversity provide professional development focused religious diversity teachers staff administrators ensure accurate classification hate crimes annual school reports immediate notification full disclosure parents hate crime statistics ensure schools take actions condemn bullying harassment based religious clothing food requirements
Resolution,Adopted,Committee on Women and Gender Equity,Amanda FarÃ­a,"['create', 'purple', 'alert', 'system', 'missing', 'victims', 'domestic', 'violence']",create purple alert system missing victims domestic violence
Resolution,Adopted,Committee on Public Safety,Tiffany CabÃ¡,"['would', 'protect', 'youth', 'custodial', 'police', 'interrogation']",would protect youth custodial police interrogation
Introduction,Filed (End of Session),Committee on Civil and Human Rights,Selvena N. Brooks-Powers,"['information', 'required', 'job', 'listings']",information required job listings
Introduction,Filed (End of Session),Committee on General Welfare,Diana I. Ayala,"['homeless', 'services', 'provide', 'process', 'navigator', 'services', 'every', 'family', 'children', 'entering', 'intake', 'center']",homeless services provide process navigator services every family children entering intake center
Introduction,Enacted,Committee on Transportation and Infrastructure,Justin L. Brannan,"['parking', 'tractor', 'trailers', 'commercial', 'trucks']",parking tractor trailers commercial trucks
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Justin L. Brannan,"['street', 'resurfacing', 'timeline']",street resurfacing timeline
Introduction,Filed (End of Session),Committee on Fire and Emergency Management,Joseph C. Borelli,"['providing', 'training', 'fire', 'employees', 'providing', 'emergency', 'medical', 'services']",providing training fire employees providing emergency medical services
Introduction,Filed (End of Session),Committee on Fire and Emergency Management,Joseph C. Borelli,"['provision', 'body', 'armor', 'fire', 'employees', 'providing', 'emergency', 'medical', 'services']",provision body armor fire employees providing emergency medical services
Introduction,Filed (End of Session),Committee on General Welfare,Diana I. Ayala,"['enhanced', 'reporting', 'child', 'welfare', 'system']",enhanced reporting child welfare system
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Alexa AvilÃ©,"['creation', 'residential', 'parking', 'permit', 'system', 'sunset', 'park', 'red', 'hook']",creation residential parking permit system sunset park red hook
Introduction,Filed (End of Session),"Committee on Environmental Protection, Resiliency and Waterfronts",Alexa AvilÃ©,"['translating', 'air', 'complaint', 'portal', 'designated', 'citywide', 'languag']",translating air complaint portal designated citywide languag
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Alexa AvilÃ©,"['enhancing', 'penalties', 'sidewalk', 'parking', 'installing', 'bollards', 'zoning', 'districts']",enhancing penalties sidewalk parking installing bollards zoning districts
Introduction,Enacted,Committee on Health,Lynn C. Schulman,"['health', 'mental', 'hygiene', 'develop', 'implement', 'citywide', 'diabetes', 'incidence', 'impact', 'reduction', 'plan']",health mental hygiene develop implement citywide diabetes incidence impact reduction plan
Introduction,Filed (End of Session),Committee on Sanitation and Solid Waste Management,Sandy Nurse,"['creating', 'commercial', 'waste', 'zones', 'working', 'group']",creating commercial waste zones working group
Resolution,Adopted,Committee on Finance,Justin L. Brannan,"['designation', 'changes', 'designation', 'organizations', 'receive', 'funding', 'expense', 'budget']",designation changes designation organizations receive funding expense budget
Resolution,Adopted,Committee on Finance,Justin L. Brannan,"['taxes', 'private', 'housing', 'finance']",taxes private housing finance
Land Use Application,Disapproved,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.","['zsm', 'west', 'street', 'parking', 'special', 'permits', 'west', 'street', 'owner', 'llc', 'sections', 'grant', 'special', 'permit', 'sections', 'special', 'permits', 'additional', 'parking', 'spaces', 'additional', 'parking', 'spaces', 'residential', 'growth', 'zoning', 'allow', 'automated', 'accessory', 'parking', 'garage', 'maximum', 'capacity', 'spaces', 'portions', 'ground', 'floor', 'cellar', 'levels', 'proposed', 'building', 'w']",zsm west street parking special permits west street owner llc sections grant special permit sections special permits additional parking spaces additional parking spaces residential growth zoning allow automated accessory parking garage maximum capacity spaces portions ground floor cellar levels proposed building w
Land Use Application,Disapproved,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.","['zsm', 'west', 'street', 'parking', 'special', 'permits', 'west', 'street', 'owner', 'llc', 'sections', 'grant', 'special', 'permit', 'sections', 'special', 'permits', 'additional', 'parking', 'spaces', 'additional', 'parking', 'spaces', 'residential', 'growth', 'zoning', 'allow', 'automated', 'accessory', 'parking', 'garage', 'maximum', 'capacity', 'spaces', 'portions', 'ground', 'floor', 'cellar', 'levels', 'proposed', 'building']",zsm west street parking special permits west street owner llc sections grant special permit sections special permits additional parking spaces additional parking spaces residential growth zoning allow automated accessory parking garage maximum capacity spaces portions ground floor cellar levels proposed building
Introduction,Filed (End of Session),Committee on Health,Pierina Ana Sanchez,"['expanding', 'availability', 'rapid', 'testing', 'sexually', 'transmitted', 'infections']",expanding availability rapid testing sexually transmitted infections
Introduction,Filed (End of Session),Committee on Governmental Operations,Lincoln Restler,"['activities', 'former', 'elected', 'officials']",activities former elected officials
Introduction,Filed (End of Session),Committee on Governmental Operations,Lincoln Restler,"['activities', 'former', 'servants']",activities former servants
Introduction,Filed (End of Session),Committee on Public Safety,"Rafael Salamanca, Jr.","['voluntary', 'community', 'gun']",voluntary community gun
Introduction,Filed (End of Session),Committee on Small Business,Public Advocate Jumaane Williams,"['small', 'business', 'services', 'offer', 'training', 'education', 'small', 'businesses', 'regarding', 'accessibility', 'workplace', 'inclusion', 'workers', 'disabilities']",small business services offer training education small businesses regarding accessibility workplace inclusion workers disabilities
Introduction,Filed (End of Session),Committee on Aging,Lynn C. Schulman,"['aging', 'senior', 'accessible', 'dwelling', 'units']",aging senior accessible dwelling units
Resolution,Filed (End of Session),"Committee on Cultural Affairs, Libraries and International Intergroup Relations",Public Advocate Jumaane Williams,"['banking', 'restructuring', 'unsustainable', 'sovereign', 'subnational', 'debt']",banking restructuring unsustainable sovereign subnational debt
Introduction,Enacted,Committee on Consumer and Worker Protection,"Rafael Salamanca, Jr.","['allowing', 'charitable', 'organizations', 'conduct', 'games', 'chance', 'professional', 'sporting', 'venues', 'repeal', 'subdivision', 'defines', 'term']",allowing charitable organizations conduct games chance professional sporting venues repeal subdivision defines term
Introduction,Filed (End of Session),Committee on Consumer and Worker Protection,Robert F. Holden,"['balloons', 'made', 'electrically', 'conductive', 'material', 'filled', 'gas', 'lighter', 'air', 'weighted', 'include', 'warning', 'labels']",balloons made electrically conductive material filled gas lighter air weighted include warning labels
Introduction,Filed (End of Session),"Committee on Mental Health, Disabilities and Addiction",Mercedes Narcisse,"['establishment', 'task', 'force', 'study', 'mental', 'health', 'resources', 'mental', 'health', 'bed', 'capacity', 'hospitals', 'jails', 'issue', 'make', 'recommendations', 'remedying', 'deficiencies']",establishment task force study mental health resources mental health bed capacity hospitals jails issue make recommendations remedying deficiencies
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Robert F. Holden,"['operation', 'motorized', 'scooters', 'repeal', 'subdivision', 'e', 'relating', 'operators', 'electric', 'scooters', 'bicycles', 'electric', 'assist']",operation motorized scooters repeal subdivision e relating operators electric scooters bicycles electric assist
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Mercedes Narcisse,"['automatic', 'waiver', 'additional', 'penalties', 'parking', 'violation', 'vehicle', 'owner', 'responds', 'notice', 'violation', 'ninety', 'days', 'issuance']",automatic waiver additional penalties parking violation vehicle owner responds notice violation ninety days issuance
Resolution,Filed (End of Session),"Committee on Cultural Affairs, Libraries and International Intergroup Relations",Julie Menin,"['recognizing', 'november', 'holodomor', 'memorial', 'day', 'honor', 'courage', 'resilience', 'ukrainian', 'people']",recognizing november holodomor memorial day honor courage resilience ukrainian people
Resolution,Filed (End of Session),Committee on Transportation and Infrastructure,Robert F. Holden,"['metropolitan', 'transportation', 'authority', 'allow', 'seniors', 'people', 'disabilities', 'receive', 'fare', 'discounts', 'express', 'buses', 'rush', 'hours', 'hours', 'pm', 'pm', 'monday', 'friday']",metropolitan transportation authority allow seniors people disabilities receive fare discounts express buses rush hours hours pm pm monday friday
Resolution,Filed (End of Session),Committee on Criminal Justice,Crystal Hudson,"['allowing', 'family', 'friends', 'incarcerated', 'individuals', 'deliver', 'packages', 'person', 'prison', 'visits']",allowing family friends incarcerated individuals deliver packages person prison visits
Introduction,Filed (End of Session),Committee on Technology,Eric Dinowitz,"['customer', 'service', 'center', 'provide', 'live', 'chat', 'functionality']",customer service center provide live chat functionality
Introduction,Filed (End of Session),Committee on Technology,Eric Dinowitz,"['allow', 'persons', 'request', 'snow', 'ice', 'removal', 'pedestrian', 'bridges', 'reports', 'routed', 'appropriate', 'agency']",allow persons request snow ice removal pedestrian bridges reports routed appropriate agency
Resolution,Adopted,Committee on Immigration,Amanda FarÃ­a,"['prohibiting', 'municipalities', 'employers', 'check', 'prospective', 'work', 'authorization', 'status', 'using', 'federal', 'electronic', 'verification', 'system', 'prohibiting', 'employers', 'checking', 'employment', 'authorization', 'status', 'existing', 'employee', 'applicant', 'offered', 'employmen']",prohibiting municipalities employers check prospective work authorization status using federal electronic verification system prohibiting employers checking employment authorization status existing employee applicant offered employmen
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Selvena N. Brooks-Powers,"['installation', 'bollards', 'reconstructed', 'sidewalks', 'curb', 'extensions', 'pedestrian', 'ramps']",installation bollards reconstructed sidewalks curb extensions pedestrian ramps
Resolution,Adopted,Committee on Transportation and Infrastructure,Amanda FarÃ­a,"['fully', 'fund', 'metropolitan', 'transportation', 'authority', 'mta', 'upcoming', 'fiscal', 'year', 'budget', 'effort', 'ensure', 'transit', 'riders', 'effective', 'affordable', 'transportation', 'mta', 'maintains', 'fiscal', 'stability', 'face', 'looming', 'fiscal', 'cliff', 'mta', 'operate', 'frequent', 'bus', 'train', 'service', 'statewid']",fully fund metropolitan transportation authority mta upcoming fiscal year budget effort ensure transit riders effective affordable transportation mta maintains fiscal stability face looming fiscal cliff mta operate frequent bus train service statewid
Resolution,Filed (End of Session),Committee on General Welfare,Alexa AvilÃ©,"['united', 'states', 'congress', 'president', 'known', 'snap', 'theft', 'protection']",united states congress president known snap theft protection
Introduction,Enacted,Committee on Civil Service and Labor,Shaun Abreu,"['exit', 'surveys', 'interviews', 'resigning', 'retiring', 'employees', 'agencies']",exit surveys interviews resigning retiring employees agencies
Introduction,Enacted,Committee on Parks and Recreation,Shaun Abreu,"['naming', 'thoroughfares', 'places', 'allama', 'iqbal', 'avenue', 'cecelia', 'owens', 'cox', 'way', 'clifford', 'glover', 'road', 'guru', 'nanak', 'way', 'carmichael', 'way', 'way', 'trinidad', 'tobago', 'street', 'rafael', 'delgado', 'way', 'agripina', 'way', 'tom', 'demott', 'way', 'way', 'joseph', 'detoma', 'way', 'timothy', 'klein', 'way', 'b']",naming thoroughfares places allama iqbal avenue cecelia owens cox way clifford glover road guru nanak way carmichael way way trinidad tobago street rafael delgado way agripina way tom demott way way joseph detoma way timothy klein way b
Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.","['amending', 'year', 'related', 'morningside', 'avenue', 'ancp', 'cluster', 'g', 'ccm', 'approval', 'urban', 'development', 'action', 'area', 'project', 'related', 'tax']",amending year related morningside avenue ancp cluster g ccm approval urban development action area project related tax
Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.","['support', 'funding', 'capital', 'project', 'restore', 'communities', 'initiative', 'urban', 'development', 'corporation', 'related', 'known', 'gowanus', 'green', 'building', 'g', 'gak']",support funding capital project restore communities initiative urban development corporation related known gowanus green building g gak
Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.","['modifications', 'decision', 'planning', 'zrq', 'text', 'zoning']",modifications decision planning zrq text zoning
Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.","['decision', 'planning', 'ulurp', 'zmq', 'zoning', 'map']",decision planning ulurp zmq zoning map
Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.","['modifications', 'decision', 'planning', 'zrk', 'text', 'zoning']",modifications decision planning zrk text zoning
Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.","['decision', 'planning', 'ulurp', 'zmk', 'zoning', 'map']",decision planning ulurp zmk zoning map
Resolution,Disapproved,Committee on Land Use,"Rafael Salamanca, Jr.","['disapproving', 'decision', 'planning', 'zrq', 'text', 'zoning']",disapproving decision planning zrq text zoning
Resolution,Disapproved,Committee on Land Use,"Rafael Salamanca, Jr.","['disapproving', 'decision', 'planning', 'ulurp', 'zmq', 'zoning', 'map']",disapproving decision planning ulurp zmq zoning map
Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.","['decision', 'planning', 'ulurp', 'zmq', 'zoning', 'map']",decision planning ulurp zmq zoning map
Land Use Call-Up,Adopted,City Council,Erik D. Bottcher,"['member', 'bottcher', 'sections', 'rules', 'b', 'hereby', 'resolves', 'actions', 'planning', 'uniform', 'use', 'review', 'procedure', 'numbers', 'zsm', 'zsm', 'west', 'street', 'parking', 'special', 'permits', 'shall', 'subject', 'review']",member bottcher sections rules b hereby resolves actions planning uniform use review procedure numbers zsm zsm west street parking special permits shall subject review
Resolution,Filed (End of Session),Committee on General Welfare,Pierina Ana Sanchez,"['would', 'support', 'expansion', 'eligibility', 'cityfheps', 'family', 'homelessness', 'eviction', 'prevention', 'supplement']",would support expansion eligibility cityfheps family homelessness eviction prevention supplement
Introduction,Enacted,Committee on General Welfare,Pierina Ana Sanchez,"['expanding', 'eligibility', 'rental', 'assistance', 'applicant', 'risk', 'eviction', 'experiencing', 'homelessness']",expanding eligibility rental assistance applicant risk eviction experiencing homelessness
Introduction,Enacted,Committee on General Welfare,Pierina Ana Sanchez,"['income', 'work', 'requirements', 'rental', 'assistance']",income work requirements rental assistance
Introduction,Enacted,Committee on General Welfare,Diana I. Ayala,"['prohibiting', 'social', 'services', 'applicant', 'rental', 'assistance', 'voucher', 'resided', 'reside', 'shelter', 'type', 'repeal', 'sections', 'thereto']",prohibiting social services applicant rental assistance voucher resided reside shelter type repeal sections thereto
Land Use Application,Adopted,"Subcommittee on Landmarks, Public Sitings and Dispositions","Rafael Salamanca, Jr.","['g', 'ccm', 'morningside', 'avenue', 'cluster', 'technical', 'correction', 'housing', 'preservation', 'development', 'requests', 'technical', 'year', 'related', 'urban', 'development', 'action', 'area', 'project', 'udaap', 'approval', 'general', 'municipal', 'approval', 'article', 'xi', 'tax', 'private', 'housing', 'finance', 'morningside', 'avenue', 'ancp', 'cluster', 'indicate', 'tax', 'shall', 'apply', 'separately', 'individua']",g ccm morningside avenue cluster technical correction housing preservation development requests technical year related urban development action area project udaap approval general municipal approval article xi tax private housing finance morningside avenue ancp cluster indicate tax shall apply separately individua
Resolution,Filed (End of Session),Committee on Criminal Justice,Erik D. Bottcher,"['enact', 'gender', 'identity', 'respect', 'dignity', 'safety', 'would', 'allow', 'appropriate', 'treatment', 'placement', 'incarcerated', 'people', 'based', 'gender', 'identity']",enact gender identity respect dignity safety would allow appropriate treatment placement incarcerated people based gender identity
Introduction,Enacted,Committee on Criminal Justice,Public Advocate Jumaane Williams,"['reporting', 'gender', 'identity', 'persons', 'custody', 'correction']",reporting gender identity persons custody correction
Land Use Application,Adopted,Committee on Finance,Justin L. Brannan,"['kay', 'place', 'community']",kay place community
Introduction,Enacted,Committee on Housing and Buildings,Keith Powers,"['accessory', 'violations', 'waiving', 'penalties', 'fees', 'signs', 'accessory', 'use', 'zoning']",accessory violations waiving penalties fees signs accessory use zoning
Resolution,Adopted,Committee on Finance,Justin L. Brannan,"['designation', 'changes', 'designation', 'organizations', 'receive', 'funding', 'expense', 'budget']",designation changes designation organizations receive funding expense budget
Introduction,Enacted,Committee on Housing and Buildings,Pierina Ana Sanchez,"['green', 'building', 'standards', 'repealing', 'thereto']",green building standards repealing thereto
Introduction,Enacted,Committee on Housing and Buildings,Pierina Ana Sanchez,"['plumbing', 'building', 'mechanical', 'fuel', 'gas', 'technical', 'corrections', 'clarifications', 'modifications', 'provisions', 'construction', 'codes']",plumbing building mechanical fuel gas technical corrections clarifications modifications provisions construction codes
Resolution,Filed (End of Session),Committee on Transportation and Infrastructure,Lynn C. Schulman,"['metropolitan', 'transportation', 'authority', 'inspect', 'every', 'subway', 'station', 'surveillance', 'camera', 'least', 'quarterly', 'basis', 'ensure', 'working', 'properly', 'effectuate', 'repairs', 'timely', 'manner']",metropolitan transportation authority inspect every subway station surveillance camera least quarterly basis ensure working properly effectuate repairs timely manner
Introduction,Filed (End of Session),Committee on Public Safety,Joseph C. Borelli,"['designating', 'times', 'square', 'crime', 'free', 'zone']",designating times square crime free zone
Land Use Application,Adopted,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.","['g', 'gak', 'gowanus', 'green', 'esdc', 'grant', 'housing', 'preservation', 'development', 'favorable', 'support', 'restore', 'communities', 'grant', 'empire', 'development', 'corporation', 'urban', 'development', 'corporation', 'connection', 'gowanus', 'green', 'community']",g gak gowanus green esdc grant housing preservation development favorable support restore communities grant empire development corporation urban development corporation connection gowanus green community
Land Use Application,Adopted,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.","['zrq', 'reform', 'temple', 'forest', 'hills', 'rezoning', 'werber', 'management', 'reform', 'temple', 'forest', 'hills', 'zoning', 'modifying', 'appendix', 'f', 'purpose', 'mandatory', 'inclusionary', 'housing', 'area', 'community']",zrq reform temple forest hills rezoning werber management reform temple forest hills zoning modifying appendix f purpose mandatory inclusionary housing area community
Land Use Application,Adopted,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.","['zmq', 'reform', 'temple', 'forest', 'hills', 'rezoning', 'werber', 'management', 'reform', 'temple', 'forest', 'hills', 'sections', 'zoning', 'map', 'changing', 'community']",zmq reform temple forest hills rezoning werber management reform temple forest hills sections zoning map changing community
Land Use Application,Adopted,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.","['zrk', 'park', 'avenue', 'rezoning', 'park', 'realty', 'zoning', 'modifying', 'appendix', 'f', 'purpose', 'mandatory', 'inclusionary', 'housing', 'area', 'community']",zrk park avenue rezoning park realty zoning modifying appendix f purpose mandatory inclusionary housing area community
Land Use Application,Adopted,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.","['zmk', 'park', 'avenue', 'rezoning', 'park', 'realty', 'sections', 'zoning', 'map', 'changing', 'special', 'mixed', 'use', 'community']",zmk park avenue rezoning park realty sections zoning map changing special mixed use community
Introduction,Filed (End of Session),Committee on Civil Service and Labor,Carmen N. De La Rosa,"['health', 'insurance', 'coverage', 'employees', 'retirees', 'dependents']",health insurance coverage employees retirees dependents
Land Use Application,Disapproved,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.","['zrq', 'northern', 'blvd', 'rezoning', 'northern', 'blvd', 'llc', 'zoning', 'modifying', 'appendix', 'f', 'purpose', 'mandatory', 'inclusionary', 'housing', 'area', 'community']",zrq northern blvd rezoning northern blvd llc zoning modifying appendix f purpose mandatory inclusionary housing area community
Land Use Application,Disapproved,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.","['zmq', 'northern', 'blvd', 'rezoning', 'northern', 'blvd', 'llc', 'sections', 'zoning', 'map', 'changing', 'within', 'proposed', 'community']",zmq northern blvd rezoning northern blvd llc sections zoning map changing within proposed community
Land Use Application,Adopted,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.","['zmq', 'commercial', 'overlay', 'swdm', 'llc', 'sections', 'zoning', 'map', 'nos', 'eliminating', 'within', 'existing', 'within', 'existing', 'within', 'existing', 'community']",zmq commercial overlay swdm llc sections zoning map nos eliminating within existing within existing within existing community
Introduction,Enacted,Committee on Education,Althea V. Stevens,"['education', 'students', 'criteria', 'used', 'determine', 'location', 'schools']",education students criteria used determine location schools
Resolution,Adopted,"Committee on Cultural Affairs, Libraries and International Intergroup Relations",Nantasha M. Williams,"['recognizing', 'contributions', 'def', 'jam', 'music', 'industry', 'music', 'lovers', 'everywhere', 'designating', 'january', 'def', 'jam', 'recognition', 'month']",recognizing contributions def jam music industry music lovers everywhere designating january def jam recognition month
Resolution,Filed (End of Session),Committee on Public Safety,"Rafael Salamanca, Jr.","['would', 'prohibit', 'use', 'warrants', 'except', 'circumstances']",would prohibit use warrants except circumstances
Introduction,Filed (End of Session),Committee on Contracts,Althea V. Stevens,"['community', 'engagement', 'contractors']",community engagement contractors
Resolution,Filed (End of Session),Committee on Public Safety,Nantasha M. Williams,"['prohibiting', 'search', 'without', 'warrant', 'geolocation', 'keyword', 'data', 'people', 'individual', 'suspicion', 'committed', 'crime']",prohibiting search without warrant geolocation keyword data people individual suspicion committed crime
Introduction,Filed (End of Session),Committee on Education,Althea V. Stevens,"['education', 'conduct', 'study', 'school', 'murals']",education conduct study school murals
Introduction,Filed (End of Session),Committee on General Welfare,Carlina Rivera,"['child', 'protective', 'specialists', 'orally', 'disseminate', 'information', 'parents', 'caretakers', 'rights', 'initial', 'contact', 'start', 'acs', 'investigation']",child protective specialists orally disseminate information parents caretakers rights initial contact start acs investigation
Introduction,Filed (End of Session),Committee on Housing and Buildings,Althea V. Stevens,"['provision', 'notices', 'regarding', 'obligation', 'maintain', 'retaining', 'walls']",provision notices regarding obligation maintain retaining walls
Introduction,Filed (End of Session),Committee on Public Safety,Althea V. Stevens,"['advisory', 'board', 'crossing', 'guard', 'deployment']",advisory board crossing guard deployment
Introduction,Filed (End of Session),Committee on Public Safety,Althea V. Stevens,"['reporting', 'crossing', 'guard', 'deployment']",reporting crossing guard deployment
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Kalman Yeger,"['illegal', 'curb', 'cuts', 'community', 'board', 'notification', 'curb', 'cut', 'applications']",illegal curb cuts community board notification curb cut applications
Introduction,Enacted,Committee on Education,Rita C. Joseph,"['expanding', 'disaggregated', 'data', 'education', 'reporting', 'including', 'metrics', 'students', 'foster', 'care', 'students', 'temporary', 'housing']",expanding disaggregated data education reporting including metrics students foster care students temporary housing
Resolution,Filed (End of Session),Committee on Education,Rita C. Joseph,"['citywide', 'leadership', 'team']",citywide leadership team
Resolution,Filed (End of Session),Committee on Education,Rita C. Joseph,"['leadership', 'teams', 'school', 'leadership', 'teams', 'include', 'student', 'representatives']",leadership teams school leadership teams include student representatives
Resolution,Filed (End of Session),Committee on Education,Rita C. Joseph,"['leadership', 'teams', 'operate', 'open', 'meetings', 'requirements']",leadership teams operate open meetings requirements
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Ari Kagan,"['traffic', 'studies', 'conducted', 'transportation']",traffic studies conducted transportation
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Rita C. Joseph,"['transportation', 'investigate', 'vehicle', 'collisions']",transportation investigate vehicle collisions
Resolution,Filed (End of Session),Committee on Women and Gender Equity,Crystal Hudson,"['congress', 'president', 'package', 'currently', 'congress']",congress president package currently congress
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Rita C. Joseph,"['special', 'activation', 'open', 'streets', 'holidays', 'time', 'periods', 'significant', 'pedestrian', 'traffic']",special activation open streets holidays time periods significant pedestrian traffic
Resolution,Filed (End of Session),Committee on Transportation and Infrastructure,Amanda FarÃ­a,"['would', 'authorize', 'set', 'five', 'mile', 'per', 'hour', 'speed', 'limit', 'streets', 'participating', 'open', 'streets']",would authorize set five mile per hour speed limit streets participating open streets
Resolution,Filed (End of Session),Committee on Finance,Crystal Hudson,"['united', 'states', 'congress', 'president', 'national', 'infrastructure', 'bank']",united states congress president national infrastructure bank
Introduction,Filed (End of Session),Committee on Civil and Human Rights,Lincoln Restler,"['forbidding', 'agreements', 'shorten', 'period', 'claims', 'complaints', 'unlawful', 'discriminatory', 'practices', 'harassment', 'violence', 'may', 'filed', 'civil', 'actions', 'may', 'commenced']",forbidding agreements shorten period claims complaints unlawful discriminatory practices harassment violence may filed civil actions may commenced
Resolution,Filed (End of Session),"Committee on Environmental Protection, Resiliency and Waterfronts",Julie Menin,['procurement'],procurement
Introduction,Filed (End of Session),Committee on Sanitation and Solid Waste Management,Lincoln Restler,"['organic', 'waste', 'receptacles']",organic waste receptacles
Introduction,Filed (End of Session),Committee on Housing and Buildings,Public Advocate Jumaane Williams,"['responding', 'complaints', 'filed', 'immediately', 'hazardous', 'hazardous', 'conditions', 'multiple', 'dwellings']",responding complaints filed immediately hazardous hazardous conditions multiple dwellings
Introduction,Filed (End of Session),Committee on Sanitation and Solid Waste Management,Sandy Nurse,"['emergency', 'resiliency', 'plans', 'sanitation']",emergency resiliency plans sanitation
Introduction,Enacted,Committee on Transportation and Infrastructure,Selvena N. Brooks-Powers,"['daylighting', 'measures']",daylighting measures
Resolution,Filed (End of Session),"Committee on Cultural Affairs, Libraries and International Intergroup Relations",Alexa AvilÃ©,"['standing', 'solidarity', 'women', 'iran', 'supporting', 'removal', 'iran', 'united', 'nations', 'status', 'women']",standing solidarity women iran supporting removal iran united nations status women
Introduction,Enacted,Committee on Transportation and Infrastructure,Joann Ariola,"['installing', 'intermediate', 'reference', 'location', 'signs', 'designated', 'sections', 'cross', 'bay', 'boulevard', 'beach', 'channel', 'drive', 'rockaway', 'point', 'boulevard']",installing intermediate reference location signs designated sections cross bay boulevard beach channel drive rockaway point boulevard
Introduction,Filed (End of Session),Committee on General Welfare,Tiffany CabÃ¡,"['outreach', 'unsheltered', 'individuals']",outreach unsheltered individuals
Resolution,Filed (End of Session),"Committee on Cultural Affairs, Libraries and International Intergroup Relations",Carlina Rivera,"['congress', 'president', 'move', 'significant', 'funds', 'away', 'military', 'budget', 'order', 'fund', 'social', 'services', 'hold', 'hearings', 'basic', 'human', 'needs', 'residents', 'unmet', 'government', 'appropriations', 'pentagon']",congress president move significant funds away military budget order fund social services hold hearings basic human needs residents unmet government appropriations pentagon
Introduction,Filed (End of Session),Committee on Education,Julie Won,"['reporting', 'student', 'disenrollment', 'schools', 'placements', 'following', 'disenrollment']",reporting student disenrollment schools placements following disenrollment
Resolution,Adopted,Committee on Education,Vickie Paladino,"['education', 'expand', 'learning', 'programs', 'opportunities', 'high', 'schools']",education expand learning programs opportunities high schools
Resolution,Adopted,"Committee on Cultural Affairs, Libraries and International Intergroup Relations",Sandra Ung,"['united', 'states', 'congress', 'president', 'lunar', 'year', 'day', 'federal', 'holiday']",united states congress president lunar year day federal holiday
Introduction,Filed (End of Session),Committee on Technology,Julie Won,"['information', 'affordable', 'internet', 'programs', 'internet', 'services']",information affordable internet programs internet services
Introduction,Filed (End of Session),Committee on Technology,Lincoln Restler,"['limiting', 'telecasting', 'photography', 'permits']",limiting telecasting photography permits
