File ,Law Number,Type,Status,Committee,Prime Sponsor,Council Member Sponsors,Title
Res 0073-2022,,Resolution,Adopted,Committee on Finance,Justin L. Brannan,1,RESOLUTION APPROVING THE FISCAL YEAR 2023 OPERATING BUDGET OF THE COUNCIL OF THE CITY OF NEW YORK.
Res 0076-2022,,Resolution,Adopted,"Committee on Rules, Privileges and Elections",Keith Powers,1,RESOLUTION APPROVING THE APPOINTMENT BY THE PUBLIC ADVOCATE OF IFEOMA IKE AS A MEMBER OF THE NEW YORK CITY CONFLICTS OF INTEREST BOARD.
Res 0075-2022,,Resolution,Adopted,"Committee on Rules, Privileges and Elections",Keith Powers,1,RESOLUTION APPROVING THE APPOINTMENT BY THE COMPTROLLER OF GEORGIA PESTANA AS A MEMBER OF THE NEW YORK CITY CONFLICTS OF INTEREST BOARD.
LU 0028-2022,,Land Use Application,Adopted,"Subcommittee on Landmarks, Public Sitings and Dispositions","Rafael Salamanca, Jr.",1,"Application No. G 220011 CCX (Belmont Cove Technical Correction) submitted by the New York City Department of Housing Preservation and Development pursuant to Section 576-a(2) of the New York State Private Housing Finance Law requesting a technical amendment to Council Resolution 753 for the year 2019 related to the disposition of City owned property located at Block 2945, Lots 65 and 66, Borough of the Bronx, Community District 6, Council District 17."
M 0035-2022,,Communication,Adopted,Committee on Finance,,0,Communication from the Department of Education and School Construction Authority - Submitting Proposed February 2022 Amendment to the Fiscal Year 2020-2024 Five Year Capital Plan.
M 0037-2022,,Communication,"Received, Ordered, Printed and Filed",City Council,,0,"Communication from New York City Tax Commission - Submitting the 2021 Annual Report of the Tax Commission, pursuant to section 155 of the New York City Charter."
M 0036-2022,,Communication,"Received, Ordered, Printed and Filed",City Council,,0,Communication from the Comptroller - Charter Mandated Report to The Mayor and City Council on City Comptroller Audit Operations Fiscal Year 2021.
M 0038-2022,,Petition,"Received, Ordered, Printed and Filed",City Council,,0,Communication from the Public Advocate (Mr. Williams) withdrawing Int. No. 64 of 2022 - A Local Law in relation to the naming of Kalief Browder Island and removing references to Rikers Island.
Res 0069-2022,,Resolution,Adopted,Committee on Women and Gender Equity,Julie Menin,36,"Resolution calling on the New York State Legislature to pass, and the Governor to sign, S. 7595/ A. 8623, S. 6706B/ A. 7582A, and S. 7615/ A. 8625, legislation supporting the provision of financial assistance to families and child care providers in order to make child care more accessible and affordable."
Int 0086-2022,2022/083,Introduction,Enacted,Committee on Health,Public Advocate Jumaane Williams,18,"A Local Law to amend the administrative code of the city of New York, in relation to education about city standards for respectful care at birth, health care proxy forms and patients’ righ"
Int 0073-2022,2022/058,Introduction,Enacted,Committee on Finance,Justin L. Brannan,1,"A Local Law to amend the administrative code of the city of New York, in relation to the establishment of the West Village business improvement district"
M 0032-2022,,Mayor's Message,"Received, Ordered, Printed and Filed",City Council,,0,"Communication from the Mayor – Submitting Preliminary Mayor’s Management Report (PMMR) for Fiscal Year 2022, pursuant to Section 12 of the New York City Char"
M 0034-2022,,Communication,Adopted,Committee on Finance,,0,Schedule Detailing the Lump-Sum OTPS Unit of Appropriation of the Operating Budget of the Council of the City of New York.
M 0033-2022,,Communication,Adopted,Committee on Finance,,0,The Operating Budget of the Council of The City of New York.
Res 0059-2022,,Resolution,Adopted,Committee on Finance,Justin L. Brannan,1,"Resolution concerning the establishment of the West Village Business Improvement District in the Borough of Manhattan and setting the date, time and place for the public hearing to hear all persons interested in the establishment of such district."
Res 0054-2022,,Resolution,Adopted,Committee on Finance,Adrienne E. Adams,1,"Resolution in relation to extending to the 2022-23 assessment roll the renewal of certain residential property taxation exemptions received on the 2021-22 assessment roll for persons 65 years of age or over and persons with disabilities, and to provide for the repeal thereof."
Res 0058-2022,,Resolution,Adopted,Committee on Finance,Justin L. Brannan,1,Resolution approving the new designation and changes in the designation of certain organizations to receive funding in the Expense Budget.
Int 0071-2022,2022/056,Introduction,Enacted,Committee on Finance,Adrienne E. Adams,2,"A Local Law in relation to extending to the 2022-23 assessment roll the renewal of certain residential property taxation exemptions received on the 2021-22 assessment roll for persons 65 years of age or over and persons with disabilities, and to provide for the repeal thereof"
Res 0067-2022,,Resolution,Adopted,"Committee on Cultural Affairs, Libraries and International Intergroup Relations",Crystal Hudson,14,Resolution condemning Russia’s invasion of Ukraine and calling upon Congress and President Joseph R. Biden to increase and expand the severity of sanctions imposed on Russi
Res 0072-2022,,Resolution,Adopted,"Committee on Cultural Affairs, Libraries and International Intergroup Relations",Inna Vernikov,20,Resolution expressing support for Ukraine.
LU 0030-2022,,Land Use Application,Adopted,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.",1,"Application No. N 210032 ZRK (Sutter Avenue Rezoning) submitted by Almonte Lincoln, LLC, pursuant to Section 201 of the New York City Charter, for an amendment of the Zoning Resolution of the City of New York, modifying APPENDIX F for the purpose of establishing a Mandatory Inclusionary Housing area, for property located in the Borough of Brooklyn, Community District 5, Council District 42."
LU 0029-2022,,Land Use Application,Adopted,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.",1,"Application No. C 210031 ZMK (Sutter Avenue Rezoning) submitted by Almonte Lincoln, LLC, pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section Nos. 17c and18a, changing from an R5 District to an R6A District and establishing within the proposed R6A District a C2-4 District, Borough of Brooklyn, Community District 5, Council District 42."
Res 0055-2022,,Resolution,Adopted,Committee on Sanitation and Solid Waste Management,Adrienne E. Adams,11,Resolution calling upon Governor Kathy Hochul and the New York State Legislature to establish an Extended Producer Responsibility system for packaging and printed paper.
T2022-0322,,Oversight,Filed,Subcommittee on COVID Recovery and Resiliency,,0,Oversight - COVID-19 Testing in Wastewater
T2022-0321,,Oversight,Filed,Committee on Environmental Protection,,0,Oversight - COVID-19 Testing in Wastewater
T2022-0312,,Oversight,Filed,Committee on Consumer and Worker Protection,,0,Oversight - Consumer protections during COVID-19.
T2022-0285,,Oversight,Filed,Subcommittee on Senior Centers and Food Insecurity,,0,Oversight - DFTA’s Home Delivered Meals Program and the Ending of the 60+ Recovery Meals Servic
T2022-0284,,Oversight,Filed,Committee on Aging,,0,Oversight - DFTA’s Home Delivered Meals Program and the Ending of the 60+ Recovery Meals Servic
Res 0066-2022,,Resolution,Adopted,Committee on Immigration,Shahana K. Hanif,13,"Resolution calling on the New York State Legislature to pass, and the Governor to sign, S. 7373/A. 7099-A, prohibiting governmental entities from entering into agreements to house individuals in immigration detention facilities."
Res 0046-2022,,Resolution,Adopted,"Committee on Rules, Privileges and Elections",Keith Powers,1,RESOLUTION APPROVING THE APPOINTMENT BY THE MAYOR OF JOCELYN STRAUBER AS COMMISSIONER OF THE NEW YORK CITY DEPARTMENT OF INVESTIGATION.
Res 0045-2022,,Resolution,Adopted,"Committee on Rules, Privileges and Elections",Keith Powers,1,RESOLUTION APPROVING THE APPOINTMENT BY THE MAYOR OF JUDGE SYVIA HINDS-RADIX AS CORPORATION COUNSEL OF THE NEW YORK CITY LAW DEPARTMENT.
M 0031-2022,,Land Use Call-Up,Adopted,City Council,"Rafael Salamanca, Jr.",1,"By The Chair of the Land Use Committee (Council Member Salamanca) Pursuant to Sections 11.20(b-d) of the Council Rules and Section 197-d(b)(3) of the New York City Charter, the Council hereby resolves that the action of the City Planning Commission on Application No. C 220131 PSM (NEW PROVIDENCE REDEVELOPMENT - 225 EAST 45TH STREET) shall be subject to Council review. This item is related to Application No. C 220132 HAM."
M 0030-2022,,Land Use Call-Up,Adopted,City Council,"Rafael Salamanca, Jr.",1,"By The Chair of the Land Use Committee (Council Member Salamanca) Pursuant to Sections 11.20(b-d) of the Council Rules and Section 197-d(b)(3) of the New York City Charter, the Council hereby resolves that the action of the City Planning Commission on Application No. C 210260 ZSK (870 - 888 ATLANTIC AVENUE REZONING) shall be subject to Council review. This item is related to Application Nos. C 210335 ZMK and N 210336 ZRK."
M 0029-2022,,Land Use Call-Up,Adopted,City Council,"Rafael Salamanca, Jr.",1,"By The Chair of the Land Use Committee (Council Member Salamanca) Pursuant to Sections 11.20(b-d) of the Council Rules and Section 197-d(b)(3) of the New York City Charter, the Council hereby resolves that the action of the City Planning Commission on Application No. C 210379 ZSK (1034 – 1042 ATLANTIC AVENUE REZONING) shall be subject to Council review. This item is related to Application Nos. C 210386 ZMK and N 210387 ZR"
LU 0027-2022,,Land Use Application,Adopted,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.",1,"Application No. C 210162 ZRQ (98-81 QUEENS BOULEVARD REZONING) submitted by Trylon LLC pursuant to Section 201 of the New York City Charter, for an amendment of the Zoning Resolution of the City of New York, modifying APPENDIX F for the purpose of establishing a Mandatory Inclusionary Housing area on property located in Borough of Queens, Community District 6, Council District 29."
LU 0026-2022,,Land Use Application,Adopted,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.",1,"Application No. C 210161 ZMQ (98-81 QUEENS BOULEVARD REZONING) submitted by Trylon LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 14a, eliminating from within an existing R7-1 District a C1-2 District, changing from an R7-1 District to an R8X District, and establishing within the proposed R8X District a C2-4 District, for property located in the Borough of Queens, Community District 6, Council District 29."
LU 0025-2022,,Land Use Application,Adopted,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.",1,"Application No. C 210260 ZSK (870 - 888 ATLANTIC AVENUE REZONING) submitted by Y & T Development LLC pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-533 of the Zoning Resolution to reduce the number of required accessory off-street parking spaces for dwelling units in a development within a Transit Zone, that includes at least 20 percent of all dwelling units as income-restricted housing units, in connection with a proposed mixed-use development, on property in a C6-3A located at Block 1122, Lots 21 & 26, Borough of Brook"
LU 0024-2022,,Land Use Application,Adopted,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.",1,"Application No. N 210336 ZRK (870 - 888 ATLANTIC AVENUE REZONING) submitted by Y & T Development LLC pursuant to Section 201 of the New York City Charter, for an amendment of the Zoning Resolution of the City of New York, modifying Article III Chapter 5 for the purpose of amending street wall location regulations and modifying APPENDIX F for the purpose of establishing a Mandatory Inclusionary Housing area, on property located in the Borough of Brooklyn, Community District 8, Council District 35."
LU 0023-2022,,Land Use Application,Adopted,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.",1,"Application No. C 210335 ZMK (870 - 888 ATLANTIC AVENUE REZONING) submitted by Y & T Development LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 16c, by changing from an existing M1-1 District to a C6-3A District on property located in the Borough of Brooklyn, Community District 8, Council District 35."
LU 0022-2022,,Land Use Application,Adopted,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.",1,"Application No. C 210379 ZSK (1034 – 1042 ATLANTIC AVENUE REZONING) submitted by EMP Capital Group pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-533 of the Zoning Resolution to reduce the required number of accessory off-street parking spaces to 20 for dwelling units in a development within a Transit Zone, that includes at least 20 percent of all dwelling units as income-restricted housing units, in connection with a proposed mixed-use development on property located in R7A/C2-4 and C6-3A Districts at 1034 -1042 Atlan"
LU 0021-2022,,Land Use Application,Adopted,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.",1,"Application No. N 210387 ZRK (1034 – 1042 ATLANTIC AVENUE REZONING) submitted by EMP Capital Group pursuant to Section 201 of the New York City Charter, for an amendment of the Zoning Resolution of the City of New York, modifying Article III Chapter 5 for the purpose of amending street wall location regulations and modifying APPENDIX F for the purpose of establishing a Mandatory Inclusionary Housing area, for property located in the Borough of Brooklyn, Community District 8, Council District 3"
LU 0020-2022,,Land Use Application,Adopted,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.",1,"Application No. C 210386 ZMK (1034 – 1042 ATLANTIC AVENUE REZONING) submitted by EMP Capital Group pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 16c, changing from an M1-1 District to an R7A District; changing from an M1-1 District to a C6-3A District; and establishing within the proposed R7A District a C2-4 District, for property located in the Borough of Brooklyn, Community District 8, Council District 3"
M 0028-2022,,Petition,"Received, Ordered, Printed and Filed",City Council,,0,"Communication from Council Member Brannan withdrawing Int. No. 9 of 2022 - A Local Law to amend the administrative code of the city of New York, in relation to prohibiting commercial parking garages from charging higher rates for utility vehicles."
Res 0041-2022,,Resolution,Adopted,Committee on Veterans,Public Advocate Jumaane Williams,8,"Resolution calling on Congress to pass, and the President to sign, legislation that allows service members, veterans and eligible surviving spouses to use the United States Department of Veteran Affairs home loans to purchase cooperative apartments."
Int 0064-2022,,Introduction,Withdrawn,Committee on Governmental Operations,Public Advocate Jumaane Williams,1,A Local Law in relation to the naming of Kalief Browder Island and removing references to Rikers Island
Int 0056-2022,2022/092,Introduction,Enacted,"Committee on Mental Health, Disabilities and Addiction",Chi A. Oss�,39,"A Local Law to amend the administrative code of the city of New York, in relation to establishing a nightlife opioid antagonist program"
Res 0024-2022,,Resolution,Adopted,Committee on Civil Service and Labor,Crystal Hudson,27,"Resolution calling upon the State Legislature to pass, and the Governor to sign, S.5374-A/A.6329-A, the Fair Pay for Home Care Act."
Res 0019-2022,,Resolution,Adopted,Committee on Finance,Justin L. Brannan,2,"Resolution concerning the establishment of the Castle Hill Business Improvement District in the Borough of the Bronx and setting the date, time and place for the public hearing to hear all persons interested in the establishment of such district."
Int 0047-2022,2022/057,Introduction,Enacted,Committee on Finance,Justin L. Brannan,3,"A Local Law to amend the administrative code of the city of New York, in relation to the establishment of the Castle Hill business improvement district."
Res 0021-2022,,Resolution,Adopted,Committee on Veterans,Eric Dinowitz,5,"Resolution reaffirming New York City’s status as a Purple Heart City and calling on the State Legislature to pass, and the Governor to sign A.7961/S.2279, designating the State of New York a Purple Heart Stat"
M 0026-2022,,Mayor's Message,Filed,Committee on Finance,,0,"Communication from the Mayor - Submitting the Preliminary Capital Commitment Plan, Fiscal Year 2023, Volumes 1, 2, 3, & 4, pursuant to Section 219 of the New York City Charter."
M 0025-2022,,Mayor's Message,Filed,Committee on Finance,,0,"Communication from the Mayor - Submitting the Preliminary Capital Budget, Fiscal Year 2023, pursuant to Section 213 and 236 of the New York City Charter."
M 0024-2022,,Mayor's Message,Filed,Committee on Finance,,0,"Communication from the Mayor - Submitting Departmental Estimates for Fiscal Year 2023, pursuant to Sections 100, 212 and 231 of the New York City Charter."
M 0023-2022,,Mayor's Message,Filed,Committee on Finance,,0,"Communication from the Mayor - Submitting Geographic Reports for Expense Budget for Fiscal Year 2023, pursuant to Sections 100 and 231 of the New York City Charter."
M 0022-2022,,Mayor's Message,Filed,Committee on Finance,,0,"Communication from the Mayor – Submitting January 2022 Financial Plan Detail for Fiscal Years 2022-2026, pursuant to Sections 101 and 213 of the New York City Charte"
M 0021-2022,,Mayor's Message,Filed,Committee on Finance,,0,"Communication from the Mayor - Submitting Preliminary Expense, Revenue, and Contract Budget for Fiscal Year 2023, pursuant to Sections 225 and 236 of the New York City Charter."
M 0027-2022,,Mayor's Message,"Received, Ordered, Printed and Filed",City Council,,0,"Communication from the Mayor - Submitting the Preliminary Certificate, setting forth the maximum amount of debt and reserves which the City, and the NYC Municipal Water Finance Authority, may soundly incur for capital projects for Fiscal Year 2023 and the ensuing three fiscal years, and the maximum amount of appropriations and expenditures for capital projects which may soundly be made during each fiscal year, pursuant to Section 235 of the New York City Charter."
LU 0019-2022,,Land Use Application,Filed,"Subcommittee on Landmarks, Public Sitings and Dispositions","Rafael Salamanca, Jr.",1,"Application No. C 220132 HAM (NEW PROVIDENCE REDEVELOPMENT - 225 EAST 45TH STREET) pursuant to Article 16 of the General Municipal Law of New York State and Section 197-c of the New York City Charter for the designation of an Urban Development Action Area, approval of an Urban Development Action Area Project for such area, and the disposition of such property to a developer to be selected by HPD to facilitate a development containing approximately 171 shelter beds and 130 supportive and affordable housing units located at 215-225 East 45th Street (Block 1319, Lots 8 and 11), Borough of Manhatt"
LU 0018-2022,,Land Use Application,Filed,"Subcommittee on Landmarks, Public Sitings and Dispositions","Rafael Salamanca, Jr.",1,"Application No. C 220131 PSM (NEW PROVIDENCE REDEVELOPMENT - 225 EAST 45TH STREET) submitted by the Department of Housing Preservation and Development (HPD) and the Department of Homeless Services (DHS), pursuant to Section 197-c of the New York City Charter, modifying the restriction limiting the capacity of the shelter facility located at 215-225 East 45th Street (Block 1319, Lots 8 and 11), Borough of Manhattan, Community District 6, Council District 4."
Res 0026-2022,,Resolution,Adopted,"Committee on Rules, Privileges and Elections",Keith Powers,1,Resolution amending Rule 7.00 of the Rules of the Council in relation to changes in membership of the standing committees and subcommittees of the Council.
T2022-0277,,Oversight,Filed,Committee on Criminal Justice,,0,Oversight - Reducing Violence among Young Adults in City Jails.
T2022-0275,,Oversight,Filed,Subcommittee on COVID Recovery and Resiliency,,0,Oversight - Protecting Older Adults at Older Adult Centers During the Continued COVID-19 Pandemic & Reopening Older Adults Centers.
T2022-0274,,Oversight,Filed,Committee on Aging,,0,Oversight - Protecting Older Adults at Older Adult Centers During the Continued COVID-19 Pandemic & Reopening Older Adults Centers.
T2022-0273,,Oversight,Filed,Committee on Small Business,,0,Oversight - SBS's Response to COVID-19
T2022-0161,,Oversight,Filed,Committee on Fire and Emergency Management,,0,"New York City Council Budget and Oversight Hearings on The Preliminary Budget for Fiscal Year 2023, The Preliminary Capital Plan for Fiscal Years 2023-2026 and The Fiscal 2022 Preliminary Mayor’s Management Report 2:00 p.m. Fire/Emergency Medical Service 3:00 p.m. Office of Emergency Management 3:30 p.m. Publ"
T2022-0267,,Oversight,Filed,Committee on Sanitation and Solid Waste Management,,0,"New York City Council Budget and Oversight Hearings on The Preliminary Budget for Fiscal Year 2023, The Preliminary Capital Plan for Fiscal Years 2023-2026 and The Fiscal 2022 Preliminary Mayor’s Management Report 2:00 p.m. Department of Sanitation 4:00 p.m. Publ"
T2022-0266,,Oversight,Filed,Committee on Aging,,0,"New York City Council Budget and Oversight Hearings on The Preliminary Budget for Fiscal Year 2023, The Preliminary Capital Plan for Fiscal Years 2023-2026 and The Fiscal 2022 Preliminary Mayor’s Management Report 2:30 p.m. Department for the Aging 3:30 p.m. Publ"
T2022-0265,,Oversight,Filed,Committee on Criminal Justice,,0,"New York City Council Budget and Oversight Hearings on The Preliminary Budget for Fiscal Year 2023, The Preliminary Capital Plan for Fiscal Years 2023-2026 and The Fiscal 2022 Preliminary Mayor’s Management Report 10:00 a.m. Department of Probation 10:30 a.m. Department of Correction 12:30 p.m. Publ"
T2022-0264,,Oversight,Filed,Committee on Technology,,0,"New York City Council Budget and Oversight Hearings on The Preliminary Budget for Fiscal Year 2023, The Preliminary Capital Plan for Fiscal Years 2023-2026 and The Fiscal 2022 Preliminary Mayor’s Management Report 11:30 a.m. Department of Information, Technology & Telecommunications 12:30 p.m. Public Jointly with the Committee on Land U"
T2022-0263,,Oversight,Filed,Committee on Land Use,,0,"New York City Council Budget and Oversight Hearings on The Preliminary Budget for Fiscal Year 2023, The Preliminary Capital Plan for Fiscal Years 2023-2026 and The Fiscal 2022 Preliminary Mayor’s Management Report 9:30 a.m. Landmarks Preservation Commission 10:30 a.m. Department of City Planning *11:30 a.m. Department of Information, Technology & Telecommunications *12:30 p.m. Public * Jointly with the Committee on Technolo"
T2022-0262,,Oversight,Filed,Committee on Parks and Recreation,,0,"New York City Council Budget and Oversight Hearings on The Preliminary Budget for Fiscal Year 2023, The Preliminary Capital Plan for Fiscal Years 2023-2026 and The Fiscal 2022 Preliminary Mayor’s Management Report 10:00 a.m. Department of Parks & Recreation 12:00 p.m. Publ"
T2022-0261,,Oversight,Filed,Committee on Governmental Operations,,0,"New York City Council Budget and Oversight Hearings on The Preliminary Budget for Fiscal Year 2023, The Preliminary Capital Plan for Fiscal Years 2023-2026 and The Fiscal 2022 Preliminary Mayor’s Management Report 10:00 a.m. Department of Citywide Administrative Services 11:00 a.m. Law Department 12:00 p.m. Board of Elections 1:00 p.m. Office of Administrative Trials and Hearings 2:00 p.m. Publ"
T2022-0260,,Oversight,Filed,Committee on Hospitals,,0,"New York City Council Budget and Oversight Hearings on The Preliminary Budget for Fiscal Year 2023, The Preliminary Capital Plan for Fiscal Years 2023-2026 and The Fiscal 2022 Preliminary Mayor’s Management Report 10:00 a.m. Health + Hospitals 12:00 p.m. Publ"
T2022-0259,,Oversight,Filed,Committee on Education,,0,"New York City Council Budget and Oversight Hearings on The Preliminary Budget for Fiscal Year 2023, The Preliminary Capital Plan for Fiscal Years 2023-2026 and The Fiscal 2022 Preliminary Mayor’s Management Report 9:30 a.m. School Construction Authority (Capital) 11:00 a.m. Department of Education (Expense) 1:00 p.m. Publ"
T2022-0258,,Oversight,Filed,Committee on Public Safety,,0,"New York City Council Budget and Oversight Hearings on The Preliminary Budget for Fiscal Year 2023, The Preliminary Capital Plan for Fiscal Years 2023-2026 and The Fiscal 2022 Preliminary Mayor’s Management Report 9:30 a.m. Police Department 12:00 p.m. Civilian Complaint Review Board 12:30 p.m. District Attorneys/Special Narcotics Prosecutor 1:00 p.m. Publ"
T2022-0257,,Oversight,Filed,Committee on Civil and Human Rights,,0,"New York City Council Budget and Oversight Hearings on The Preliminary Budget for Fiscal Year 2023, The Preliminary Capital Plan for Fiscal Years 2023-2026 and The Fiscal 2022 Preliminary Mayor’s Management Report 1:00 p.m. Human Rights Commission 2:00 p.m. Equal Employment Practices Commission 3:00 p.m. Publ"
T2022-0256,,Oversight,Filed,Committee on Economic Development,,0,"New York City Council Budget and Oversight Hearings on The Preliminary Budget for Fiscal Year 2023, The Preliminary Capital Plan for Fiscal Years 2023-2026 and The Fiscal 2022 Preliminary Mayor’s Management Report 10:00 a.m. Economic Development Corporation 11:30 a.m. Publ"
T2022-0255,,Oversight,Filed,Committee on Transportation and Infrastructure,,0,"New York City Council Budget and Oversight Hearings on The Preliminary Budget for Fiscal Year 2023, The Preliminary Capital Plan for Fiscal Years 2023-2026 and The Fiscal 2022 Preliminary Mayor’s Management Report 10:00 a.m. MTA/NYC Transit 11:30 a.m. Department of Transportation 1:30 p.m. Taxi and Limousine Commission 2:30 p.m. Publ"
T2022-0254,,Oversight,Filed,Committee on Consumer and Worker Protection,,0,"New York City Council Budget and Oversight Hearings on The Preliminary Budget for Fiscal Year 2023, The Preliminary Capital Plan for Fiscal Years 2023-2026 and The Fiscal 2022 Preliminary Mayor’s Management Report 3:00 p.m. Department of Consumer and Worker Protection 4:00 p.m. Publ"
T2022-0253,,Oversight,Filed,Committee on Oversight and Investigations,,0,"New York City Council Budget and Oversight Hearings on The Preliminary Budget for Fiscal Year 2023, The Preliminary Capital Plan for Fiscal Years 2023-2026 and The Fiscal 2022 Preliminary Mayor’s Management Report 10:00 a.m. Department of Investigation 11:30 a.m. Publ"
T2022-0252,,Oversight,Filed,Committee on Immigration,,0,"New York City Council Budget and Oversight Hearings on The Preliminary Budget for Fiscal Year 2023, The Preliminary Capital Plan for Fiscal Years 2023-2026 and The Fiscal 2022 Preliminary Mayor’s Management Report 2:00 p.m. Office of Immigrant Affairs 3:30 p.m. Publ"
T2022-0251,,Oversight,Filed,Committee on Youth Services,,0,"New York City Council Budget and Oversight Hearings on The Preliminary Budget for Fiscal Year 2023, The Preliminary Capital Plan for Fiscal Years 2023-2026 and The Fiscal 2022 Preliminary Mayor’s Management Report 10:00 a.m. Department of Youth and Community Development 11:30 a.m. Publ"
T2022-0250,,Oversight,Filed,Committee on Small Business,,0,"New York City Council Budget and Oversight Hearings on The Preliminary Budget for Fiscal Year 2023, The Preliminary Capital Plan for Fiscal Years 2023-2026 and The Fiscal 2022 Preliminary Mayor’s Management Report 2:30 p.m. Department of Small Business Services 3:30 p.m. Publ"
T2022-0249,,Oversight,Filed,Committee on Housing and Buildings,,0,"New York City Council Budget and Oversight Hearings on The Preliminary Budget for Fiscal Year 2023, The Preliminary Capital Plan for Fiscal Years 2023-2026 and The Fiscal 2022 Preliminary Mayor’s Management Report 10:00 a.m. Department of Buildings 11:00 a.m. Department of Housing Preservation and Development 1:00 p.m. Publ"
T2022-0247,,Oversight,Filed,"Committee on Mental Health, Disabilities and Addiction",,0,"New York City Council Budget and Oversight Hearings on The Preliminary Budget for Fiscal Year 2023, The Preliminary Capital Plan for Fiscal Years 2023-2026 and The Fiscal 2022 Preliminary Mayor’s Management Report 12:00 p.m. Department of Health and Mental Hygiene 2:00 p.m. Medical Examiner 2:30 p.m. Public Jointly with the Committee on Heal"
T2022-0248,,Oversight,Filed,Committee on Health,,0,"New York City Council Budget and Oversight Hearings on The Preliminary Budget for Fiscal Year 2023, The Preliminary Capital Plan for Fiscal Years 2023-2026 and The Fiscal 2022 Preliminary Mayor’s Management Report 12:00 p.m. Department of Health and Mental Hygiene 2:00 p.m. Medical Examiner 2:30 p.m. Public Jointly with the Committee on Mental Health, Disabilities and Addicti"
T2022-0246,,Oversight,Filed,Committee on General Welfare,,0,"New York City Council Budget and Oversight Hearings on The Preliminary Budget for Fiscal Year 2023, The Preliminary Capital Plan for Fiscal Years 2023-2026 and The Fiscal 2022 Preliminary Mayor’s Management Report 10:00 a.m. Administration for Children’s Services 11:00 a.m. Human Resources Administration / Department of Social Services / Department of Homeless Services 1:30 p.m. Pu"
T2022-0245,,Oversight,Filed,"Committee on Cultural Affairs, Libraries and International Intergroup Relations",,0,"New York City Council Budget and Oversight Hearings on The Preliminary Budget for Fiscal Year 2023, The Preliminary Capital Plan for Fiscal Years 2023-2026 and The Fiscal 2022 Preliminary Mayor’s Management Report 12:30 p.m. Libraries 2:00 p.m. Department of Cultural Affairs 3:30 p.m. Publ"
T2022-0242,,Oversight,Filed,Committee on Contracts,,0,"New York City Council Budget and Oversight Hearings on The Preliminary Budget for Fiscal Year 2023, The Preliminary Capital Plan for Fiscal Years 2023-2026 and The Fiscal 2022 Preliminary Mayor’s Management Report 12:00 p.m. Mayor's Office of Contracts 1:00 p.m. Publ"
T2022-0159,,Oversight,Filed,Committee on Environmental Protection,,0,"New York City Council Budget and Oversight Hearings on The Preliminary Budget for Fiscal Year 2023, The Preliminary Capital Plan for Fiscal Years 2023-2026 and The Fiscal 2022 Preliminary Mayor’s Management Report 10:00 a.m. Department of Environmental Protection 11:30 a.m. Publ"
T2022-0244,,Oversight,Filed,Committee on Public Housing,,0,"New York City Council Budget and Oversight Hearings on The Preliminary Budget for Fiscal Year 2023, The Preliminary Capital Plan for Fiscal Years 2023-2026 and The Fiscal 2022 Preliminary Mayor’s Management Report 1:00 p.m. New York City Housing Authority 3:00 p.m. Publ"
T2022-0243,,Oversight,Filed,Committee on Veterans,,0,New York City Council Budget and Oversight Hearings on The Preliminary Budget for Fiscal Year 2023 The Preliminary Capital Plan for Fiscal Years 2023-2026 and The Fiscal 2022 Preliminary Mayor’s Management Report 10:00 a.m. Department of Veterans’ Services 11:00 a.m. Pu
T2022-0158,,Oversight,Filed,Committee on Higher Education,,0,"New York City Council Budget and Oversight Hearings on The Preliminary Budget for Fiscal Year 2023, The Preliminary Capital Plan for Fiscal Years 2023-2026 and The Fiscal 2022 Preliminary Mayor’s Management Report 2:00 p.m. City University of New York 4:00 p.m. Publ"
T2022-0157,,Oversight,Filed,Committee on Finance,,0,"New York City Council Budget and Oversight Hearings on The Preliminary Budget for Fiscal Year 2023, The Preliminary Capital Plan for Fiscal Years 2023-2026 and The Fiscal 2022 Preliminary Mayor’s Management Report 9:00 a.m. Office of Management and Budget 11:00 a.m. Comptroller 12:00 p.m. Independent Budget Office 12:30 p.m. Department of Finance 1:30 p.m. Department of Design and Construction 3:30 p.m. Publ"
T2022-0239,,Oversight,Filed,Committee on Transportation and Infrastructure,,0,Oversight - Transportation Equity
